master_id,region,region_number,region_name,region_prefectures,site_name,site_name_dup_fix,site_name_period_mean,site_name_period_mean_round,site_occurances,site_period_occurances,location,specimin_number,sex,sex_unified,age_range,age_min,age_max,age_min_noxon,age_max_noxon,over_5_values,percentage_value_5_19,output_values_5_19,range_value_5_under,output_values_0_5,age_mean,culture_area,period,period_start,period_end,period_range,calBPmax,calBPmin,period_eng,period_min,period_max,period_numeric,period_min_kudo,period_max_kudo,period_min_noxon,period_max_noxon,period_min_neg_noxon,period_max_neg_noxon,period_mean_noxon,period_mean_round_noxon,burial_posture_1,burial_posture_2,cephalic_direction,burial_shape_1,burial_shape_2,burial_postition_location,upper_construction,lower_construction,burial_type,dental_equation,personal_accessories-_contents_location,grave_good_number_of,red_pigment_application_location,bone_lesions_presence_location_description,"injuries_sustained_during_life_presence,_location_description",frontal_suture,interparietal_bone_inca,right_lamboidal_sutural_ossicles,left_lamboidal_sutural_ossicles,right_zygomatic_horizontal_suture_remaining,left_zygomatic_horizontal_suture_remaining,right_supraorbital_foramen,left_supraorbital_foramen,right_condyloid_canal,left_condyloid_canal,right_hypoglossal_canal_bisects,left_hypoglossal_canal_bisects,right_parietal _foramen,left_parietal_foramen,references
4081,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3600,1北村遺跡-3600,156,9,,SH858,男性,M,60~,60,,60,70,1,0,0,0,0,65,第四地域（関東～中部）,3~6,Shomyoji,Kasori B1,Shomyoji_Kasori B1,4490,3750,#VALUE!,後期初頭(Late-Beginning),後期中葉(Late-Middle),,4000,#ERROR!,4000,#ERROR!,-4000,-3200,-3600,-3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4082,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3600,1北村遺跡-3600,156,9,,SH859,男性,M,20前後,20,20,20,20,1,0,0,0,0,20,第四地域（関東～中部）,3~6,Shomyoji,Kasori B1,Shomyoji_Kasori B1,4490,3750,#VALUE!,後期初頭(Late-Beginning),後期中葉(Late-Middle),,4000,#ERROR!,4000,#ERROR!,-4000,-3200,-3600,-3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4083,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3600,1北村遺跡-3600,156,9,,SH868,男性,M,20~,20,,20,20,1,0,0,0,0,20,第四地域（関東～中部）,3~6,Shomyoji,Kasori B1,Shomyoji_Kasori B1,4490,3750,#VALUE!,後期初頭(Late-Beginning),後期中葉(Late-Middle),,4000,#ERROR!,4000,#ERROR!,-4000,-3200,-3600,-3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4084,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3600,1北村遺跡-3600,156,9,,SH879,男性,M,40~50,40,50,40,50,1,0,0,0,0,45,第四地域（関東～中部）,3~6,Shomyoji,Kasori B1,Shomyoji_Kasori B1,4490,3750,#VALUE!,後期初頭(Late-Beginning),後期中葉(Late-Middle),,4000,#ERROR!,4000,#ERROR!,-4000,-3200,-3600,-3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4085,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH908,女性,F,30~40,30,40,30,40,1,0,0,0,0,35,第四地域（関東～中部）,"4,5",Horinouchi 1,Horinouchi 2,Horinouchi 1_Horinouchi 2,4235,3900,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4086,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,#DIV/0!,#DIV/0!,156,153,,SH924,男性,M,60~,60,,60,70,1,0,0,0,0,65,第四地域（関東～中部）,?,uk,uk,uk_uk,#N/A,#N/A,#VALUE!,,,,U,#ERROR!,U,#ERROR!,U,U,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4087,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH952,女性,F,20~,20,,20,20,1,0,0,0,0,20,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4088,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3808.33333333334,1北村遺跡-3808,156,20,,SH958,女性,F,25~30,25,30,25,30,1,0,0,0,0,27.5,第四地域（関東～中部）,1~4,Kasori E3,Horinouchi 1,Kasori E3_Horinouchi 1,4730,4050,#VALUE!,中期末葉(Middle-End),後期前葉(Late-Early),,X,#ERROR!,4116.666667,#ERROR!,-4116.666667,-3500,-3808.333333,-3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4089,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH979,男性,M,25~30,25,30,25,30,1,0,0,0,0,27.5,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4090,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3400,1北村遺跡-3400,156,9,,SH1066,女性,F,15前後,15,15,15,15,1,1,1,0,0,15,第四地域（関東～中部）,6,Kasori B1,Kasori B1,Kasori B1_Kasori B1,3900,3750,#VALUE!,後期中葉(Late-Middle),後期中葉(Late-Middle),,3600,#ERROR!,3600,#ERROR!,-3600,-3200,-3400,-3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4091,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3400,1北村遺跡-3400,156,9,,SH1068,女性,F,20~,20,,20,20,1,0,0,0,0,20,第四地域（関東～中部）,6,Kasori B1,Kasori B1,Kasori B1_Kasori B1,3900,3750,#VALUE!,後期中葉(Late-Middle),後期中葉(Late-Middle),,3600,#ERROR!,3600,#ERROR!,-3600,-3200,-3400,-3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4092,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3500,1北村遺跡-3500,156,39,,SH1129,女性,F,60~,60,,60,70,1,0,0,0,0,65,第四地域（関東～中部）,4~6,Horinouchi 1,Kasori B1,Horinouchi 1_Kasori B1,4235,3750,#VALUE!,後期前葉(Late-Early),後期中葉(Late-Middle),,3800,#ERROR!,3800,#ERROR!,-3800,-3200,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4093,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3500,1北村遺跡-3500,156,39,,SH1136,女性,F,20~25,20,25,20,25,1,0,0,0,0,22.5,第四地域（関東～中部）,4~6,Horinouchi 1,Kasori B1,Horinouchi 1_Kasori B1,4235,3750,#VALUE!,後期前葉(Late-Early),後期中葉(Late-Middle),,3800,#ERROR!,3800,#ERROR!,-3800,-3200,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4094,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3500,1北村遺跡-3500,156,39,,SH1143,?,X,10~11,10,11,10,11,1,1,1,0,0,10.5,第四地域（関東～中部）,4~6,Horinouchi 1,Kasori B1,Horinouchi 1_Kasori B1,4235,3750,#VALUE!,後期前葉(Late-Early),後期中葉(Late-Middle),,3800,#ERROR!,3800,#ERROR!,-3800,-3200,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4095,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH1144,女性,F,45~50,45,50,45,50,1,0,0,0,0,47.5,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4096,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3500,1北村遺跡-3500,156,39,,SH1149,女性,F,30~40,30,40,30,40,1,0,0,0,0,35,第四地域（関東～中部）,4~6,Horinouchi 1,Kasori B1,Horinouchi 1_Kasori B1,4235,3750,#VALUE!,後期前葉(Late-Early),後期中葉(Late-Middle),,3800,#ERROR!,3800,#ERROR!,-3800,-3200,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4097,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH1155,女性,F,50代,50,59,50,59,1,0,0,0,0,54.5,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4098,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH1156A,女性,F,50代,50,59,50,59,1,0,0,0,0,54.5,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4099,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH1156B,男性,M,30~40,30,40,30,40,1,0,0,0,0,35,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4100,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH1156C,女性,F,50代,50,59,50,59,1,0,0,0,0,54.5,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4101,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3600,1北村遺跡-3600,156,9,,SH1157,女性,F,3前後,3,3,3,3,0,0,0,1,1,3,第四地域（関東～中部）,3~6,Shomyoji,Kasori B1,Shomyoji_Kasori B1,4490,3750,#VALUE!,後期初頭(Late-Beginning),後期中葉(Late-Middle),,4000,#ERROR!,4000,#ERROR!,-4000,-3200,-3600,-3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4102,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH1158,女性,F,45~55,45,55,45,55,1,0,0,0,0,50,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4103,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH1160,女性,F,60~,60,,60,70,1,0,0,0,0,65,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4104,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3808.33333333334,1北村遺跡-3808,156,20,,SH1161,男性,M,60~,60,,60,70,1,0,0,0,0,65,第四地域（関東～中部）,1~4,Kasori E3,Horinouchi 1,Kasori E3_Horinouchi 1,4730,4050,#VALUE!,中期末葉(Middle-End),後期前葉(Late-Early),,X,#ERROR!,4116.666667,#ERROR!,-4116.666667,-3500,-3808.333333,-3808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4105,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3500,1北村遺跡-3500,156,39,,SH1162,男性,M,50代,50,59,50,59,1,0,0,0,0,54.5,第四地域（関東～中部）,4~6,Horinouchi 1,Kasori B1,Horinouchi 1_Kasori B1,4235,3750,#VALUE!,後期前葉(Late-Early),後期中葉(Late-Middle),,3800,#ERROR!,3800,#ERROR!,-3800,-3200,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4106,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,#DIV/0!,#DIV/0!,156,153,,SH1163A,男性,M,25前後,25,25,25,25,1,0,0,0,0,25,第四地域（関東～中部）,?,uk,uk,uk_uk,#N/A,#N/A,#VALUE!,,,,U,#ERROR!,U,#ERROR!,U,U,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4107,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,#DIV/0!,#DIV/0!,156,153,,SH1163B,女性,F,~18,,18,18,18,1,1,1,0,0,18,第四地域（関東～中部）,?,uk,uk,uk_uk,#N/A,#N/A,#VALUE!,,,,U,#ERROR!,U,#ERROR!,U,U,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4108,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,1北村遺跡-3650,1北村遺跡-3650,156,28,,SH1165,男性,M,20~,20,,20,20,1,0,0,0,0,20,第四地域（関東～中部）,4,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
4109,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",北村遺跡,1北村遺跡,#DIV/0!,#DIV/0!,156,153,,SH1166,?,X,3ヶ月,0,0,0,0,0,0,0,1,1,0,第四地域（関東～中部）,?,uk,uk,uk_uk,#N/A,#N/A,#VALUE!,,,,U,#ERROR!,U,#ERROR!,U,U,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KITAMURA
