PostholeID,PithouseID,Original_ID,Added_ID,Adapted_ID,Diameter,Major,Minor,Depth,Scale1m,D_Measure,D_Scaled,FlrLvlDep,FlrLvlDepScale,PostType,D_Ref,Notes
PH269-1117-2-1008,P269-1117-2,P8,,P8,,,,0.67,1.67,0.46,0.2754491018,,0,p,68,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1122-1-1001,P269-1122-1,P1,,P1,,,,0.67,1.67,0.52,0.3113772455,,0,p,69,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1122-1-1002,P269-1122-1,P2,,P2,,,,0.78,1.67,0.66,0.3952095808,,0,p,69,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1122-1-1003,P269-1122-1,P3,,P3,,,,0.65,1.67,0.53,0.3173652695,,0,p,69,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1122-1-1004,P269-1122-1,P4,,P4,,,,0.79,1.67,0.59,0.3532934132,,0,p,69,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1122-1-1005,P269-1122-1,P5,,P5,,,,0.66,1.67,0.64,0.3832335329,,0,p,69,"Posthole appears to have been cut into, measured along unobstructed axis. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1122-1-1006,P269-1122-1,P6,,P6,,,,0.63,1.67,0.64,0.3832335329,,0,p,69,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1122-1-1007,P269-1122-1,P7,,P7,,,,0.67,1.67,0.48,0.2874251497,,0,p,69,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1043-1-1001,P269-1043-1,P1,,P1,,,,0.62,1.67,0.22,0.1317365269,,0,p,71,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1043-1-1002,P269-1043-1,P2,,P2,,,,0.55,1.67,0.23,0.1377245509,,0,p,71,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1043-1-1003,P269-1043-1,P3,,P3,,,,0.71,1.67,0.2,0.119760479,,0,p,71,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1043-1-1004,P269-1043-1,P4,,P4,,,,0.61,1.67,0.22,0.1317365269,,0,p,71,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1046-1-1001,P269-1046-1,P1,,P1,,,,0.63,1.67,0.29,0.1736526946,,0,p,74,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1046-1-1002,P269-1046-1,P2,,P2,,,,0.57,1.67,0.23,0.1377245509,,0,p,74,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1046-1-1003,P269-1046-1,P3,,P3,,,,0.27,1.67,0.15,0.08982035928,,0,p,74,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1046-1-1004,P269-1046-1,P4,,P4,,,,0.21,1.67,0.15,0.08982035928,,0,p,74,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1046-1-1005,P269-1046-1,P5,,P5,,,,0.51,1.67,0.22,0.1317365269,,0,p,74,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1046-1-1006,P269-1046-1,P6,,P6,,,,0.57,1.67,0.15,0.08982035928,,0,p,74,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1046-1-1007,P269-1046-1,P7,,P7,,,,0.41,1.67,0.18,0.1077844311,,0,p,74,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1050-1-1001,P269-1050-1,P1,,P1,,,,0.65,1.67,0.3,0.1796407186,,0,p,75,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1050-1-1002,P269-1050-1,P2,,P2,,,,0.73,1.67,0.29,0.1736526946,,0,p,75,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1050-1-1003,P269-1050-1,P3,,P3,,,,0.64,1.67,0.3,0.1796407186,,0,p,75,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1050-1-1004,P269-1050-1,P4,,P4,,,,0.72,1.67,0.3,0.1796407186,,0,p,75,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1056-1-1001,P269-1056-1,P1,,P1,,,,0.67,1.67,0.34,0.2035928144,,0,p,76,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1056-1-1002,P269-1056-1,P2,,P2,,,,0.79,1.67,0.42,0.251497006,,0,p,76,"Overlapping postholes. A newer inner posthole is present, but is of an exremely small diameter, so the outer posthole is measured. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1056-1-1003,P269-1056-1,P3,,P3,,,,0.69,1.67,0.34,0.2035928144,,0,p,76,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1056-1-1004,P269-1056-1,P4,,P4,,,,0.63,1.67,0.4,0.2395209581,,0,p,76,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1056-2-1005,P269-1056-2,P5,,P5,,,,0.7,1.67,0.37,0.2215568862,,0,p,76,A smaller inner posthole is present on the plan drawing but not on the profile. Depth listed is applied to the outer posthole. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1056-2-1006,P269-1056-2,P6,,P6,,,,0.74,1.67,0.34,0.2035928144,,0,p,76,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1056-2-1007,P269-1056-2,P7,,P7,,,,0.6,1.67,0.5,0.2994011976,,0,p,76,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1056-2-1008,P269-1056-2,P8,,P8,,,,0.72,1.67,0.24,0.1437125749,,0,p,76,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-1-1001,P269-1062-1,P1,,P1,,,,0.92,1.72,0.42,0.2441860465,,0,p,82,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-1-1002,P269-1062-1,P2,,P2,,,,0.92,1.72,0.45,0.261627907,,0,p,82,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-1-1003,P269-1062-1,P3,,P3,,,,1.01,1.72,0.35,0.2034883721,,0,p,82,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-1-1004,P269-1062-1,P4,,P4,,,,0.9,1.72,0.26,0.1511627907,,0,p,82,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-1-1005,P269-1062-1,P5,,P5,,,,0.97,1.72,0.32,0.1860465116,,0,p,82,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-1-1006,P269-1062-1,P6,,P6,,,,0.94,1.72,0.39,0.226744186,,0,p,82,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-2-1006,P269-1062-2,P6,,P6,,,,0.94,1.72,0.39,0.226744186,,0,p,82,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-2-1007,P269-1062-2,P7,,P7,,,,0.79,1.72,0.37,0.2151162791,,0,p,82,P7 partially obstructed. Diameter measured along unobstructed axis. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-2-1008,P269-1062-2,P8,,P8,,,,0.78,1.72,0.32,0.1860465116,,0,p,82,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-2-1009,P269-1062-2,P9,,P9,,,,0.96,1.72,0.63,0.3662790698,,0,p,82,P9 partially obstructed. Diameter measured along unobstructed axis. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-2-1010,P269-1062-2,P10,,P10,,,,0.83,1.72,0.22,0.1279069767,,0,p,82,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1062-2-1011,P269-1062-2,P11,,P11,,,,0.81,1.72,0.54,0.3139534884,,0,p,82,P11 partially obstructed. Diameter measured along unobstructed axis. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-1-1001,P269-1071-1,P1,,P1,,,,0.69,1.66,0.39,0.234939759,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-1-1002,P269-1071-1,P2,,P2,,,,0.72,1.66,0.57,0.343373494,,0,p,86,A hearth cuts into P2. Diameter measured along unobstructed axis. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-1-1003,P269-1071-1,P3,,P3,,,,0.72,1.66,0.45,0.2710843373,,0,p,86,P15 cuts into P3. Diameter measured along unobstructed axis. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-1-1004,P269-1071-1,P4,,P4,,,,0.63,1.66,0.52,0.313253012,,0,p,86,P4 and P9 are merged in the plan drawing making diameter somewhat uncertain. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-1-1005,P269-1071-1,P5,,P5,,,,0.51,1.66,0.79,0.4759036145,,0,p,86,P5 is cut into by P^ and is clearly dug out. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-2-1001,P269-1071-2,P1,,P1,,,,0.69,1.66,0.39,0.234939759,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-2-1006,P269-1071-2,P6,,P6,,,,0.54,1.66,0.34,0.2048192771,,0,p,86,P6 cuts into P5 and shows two phases in the plan drawing. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-2-1007,P269-1071-2,P7,,P7,,,,0.76,1.66,0.47,0.2831325301,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-2-1008,P269-1071-2,P8,,P8,,,,0.5,1.66,0.39,0.234939759,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-2-1009,P269-1071-2,P9,,P9,,,,0.64,1.66,0.54,0.3253012048,,0,p,86,"P9 merged with P4. Measured along central area where depth was notated. P10 is assigned same phase but is adjacent to P9. P10 is shown as quite shallow, but no profile drawings are provided for it, so P9 is used instead of P10. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1071-3-1011,P269-1071-3,P11,,P11,,,,0.54,1.66,0.48,0.2891566265,,0,p,86,"P11 is in same location as P6. Different depths are not provided, so same depth measurements are used for both. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1071-3-1012,P269-1071-3,P12,,P12,,,,0.78,1.66,0.62,0.3734939759,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-3-1013,P269-1071-3,P13,,P13,,,,0.67,1.66,0.41,0.2469879518,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-3-1014,P269-1071-3,P14,,P14,,,,0.75,1.66,0.37,0.2228915663,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-3-1015,P269-1071-3,P15,,P15,,,,0.62,1.66,0.42,0.2530120482,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-3-1016,P269-1071-3,P16,,P16,,,,0.5,1.66,0.37,0.2228915663,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-4-1017,P269-1071-4,P17,,P17,,,,0.4,1.66,0.54,0.3253012048,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-4-1018,P269-1071-4,P18,,P18,,,,0.67,1.66,0.4,0.2409638554,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-4-1019,P269-1071-4,P19,,P19,,,,0.61,1.66,0.44,0.265060241,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-4-1020,P269-1071-4,P20,,P20,,,,0.58,1.66,0.34,0.2048192771,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-4-1021,P269-1071-4,P21,,P21,,,,0.7,1.66,0.51,0.3072289157,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-4-1022,P269-1071-4,P22,,P22,,,,0.41,1.66,0.43,0.2590361446,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-4-1023,P269-1071-4,P23,,P23,,,,0.7,1.66,0.56,0.3373493976,,0,p,86,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1071-4-1024,P269-1071-4,P24,,P24,,,,0.25,1.66,0.29,0.1746987952,,0,p,86,Overlapping postholes. Innermost circle where depth provided is extremely small. The circle exterior to that was measured for diameter. No profile drawing available. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1076-1-1001,P269-1076-1,P1,,P1,,,,0.8,1.65,0.35,0.2121212121,,0,p,89,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1076-1-1002,P269-1076-1,P2,,P2,,,,0.84,1.65,0.23,0.1393939394,,0,p,89,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1076-1-1003,P269-1076-1,P3,,P3,,,,0.55,1.65,0.23,0.1393939394,,0,p,89,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1076-1-1005,P269-1076-1,P5,,P5,,,,0.5,1.65,0.24,0.1454545455,,0,p,89,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1076-1-1006,P269-1076-1,P6,,P6,,,,0.52,1.65,0.41,0.2484848485,,0,p,89,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1077-2-1001,P269-1077-2,P1,,P1,,,,0.8,1.68,0.23,0.1369047619,,0,p,90,2 postholes in same location. Diameter measurement corresponds to depth measurement of 80cm. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1077-2-1002,P269-1077-2,P2,,P2,,,,0.7,1.68,0.2,0.119047619,,0,p,90,2 postholes in same location. Diameter measurement corresponds to depth measurement of 70cm. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1077-2-1003,P269-1077-2,P3,,P3,,,,0.46,1.68,0.24,0.1428571429,,0,p,90,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1077-2-1004,P269-1077-2,P4,,P4,,,,0.76,1.68,0.25,0.1488095238,,0,p,90,2 postholes in same location. Diameter measurement corresponds to depth measurement of 76cm. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-1-1003,P269-1087-1,P3,,P3,,,,0.63,1.67,0.38,0.2275449102,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-1-1004,P269-1087-1,P4,,P4,,,,0.62,1.67,0.38,0.2275449102,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-1-1005,P269-1087-1,P5,,P5,,,,0.81,1.67,0.28,0.1676646707,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-1-1006,P269-1087-1,P6,,P6,,,,0.76,1.67,0.27,0.1616766467,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-2-1001,P269-1087-2,P1,,P1,,,,0.71,1.67,0.41,0.245508982,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-2-1002,P269-1087-2,P2,,P2,,,,0.68,1.67,0.48,0.2874251497,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-2-1003,P269-1087-2,P3,,P3,,,,0.46,1.68,0.24,0.1428571429,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-2-1004,P269-1087-2,P4,,P4,,,,0.76,1.68,0.25,0.1488095238,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-3-1007,P269-1087-3,P7,,P7,,,,0.42,1.67,0.67,0.4011976048,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-3-1008,P269-1087-3,P8,,P8,,,,0.61,1.67,0.47,0.2814371257,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-3-1009,P269-1087-3,P9,,P9,,,,0.68,1.67,0.48,0.2874251497,,0,p,96,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1087-3-1011,P269-1087-3,P11,,P11,,,,0.47,1.67,0.27,0.1616766467,,0,p,96,"P11 located next to P10. Both postholes assigned same phase, one most likely being a repair or additional phase. P11 is used here instead of P10 due to slightly better positioning. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1087-3-1012,P269-1087-3,P12,,P12,,,,0.72,1.67,0.33,0.1976047904,,0,p,96,Overlapping postholes. Innermost posthole measured. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1127-1-1001,P269-1127-1,P1,,P1,,,,0.56,1.67,0.25,0.1497005988,,0,p,100,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1127-1-1002,P269-1127-1,P2,,P2,,,,0.26,1.67,0.4,0.2395209581,1.12,0.6706586826,p,100,Measured from estimated floor level. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1127-1-1003,P269-1127-1,P3,,P3,,,,0.57,1.67,0.26,0.1556886228,1.16,0.6946107784,p,100,Measured from estimated floor level. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1127-1-1004,P269-1127-1,P4,,P4,,,,0.6,1.67,0.33,0.1976047904,,0,p,100,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1092-1-1001,P269-1092-1,P1,,P1,,,,0.33,1.67,0.24,0.1437125749,,0,p,101,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1092-1-1002,P269-1092-1,P2,,P2,,,,0.67,1.67,0.34,0.2035928144,1.28,0.7664670659,p,101,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1092-1-1003,P269-1092-1,P3,,P3,,,,0.35,1.67,0.17,0.1017964072,,0,p,101,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1092-1-1004,P269-1092-1,P4,,P4,,,,0.7,1.67,0.35,0.2095808383,,0,p,101,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1092-2-1001,P269-1092-2,P1,,P1,,,,0.33,1.67,0.24,0.1437125749,,0,p,101,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1092-2-1002,P269-1092-2,P2,,P2,,,,0.67,1.67,0.34,0.2035928144,1.28,0.7664670659,p,101,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1092-2-1004,P269-1092-2,P4,,P4,,,,0.7,1.67,0.35,0.2095808383,,0,p,101,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1092-2-1005,P269-1092-2,P5,,P5,,,,0.22,1.67,0.41,0.245508982,,0,p,101,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1092-2-1006,P269-1092-2,P6,,P6,,,,0.25,1.67,0.26,0.1556886228,,0,p,101,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1092-2-1007,P269-1092-2,P7,,P7,,,,0.76,1.67,0.23,0.1377245509,,0,p,101,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1093-1-1001,P269-1093-1,P1,,P1,,,,0.76,1.68,0.43,0.255952381,,0,p,102,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1093-1-1002,P269-1093-1,P2,,P2,,,,0.76,1.68,0.25,0.1488095238,,0,p,102,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1093-1-1003,P269-1093-1,P3,,P3,,,,0.9,1.68,0.27,0.1607142857,,0,p,102,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1093-1-1004,P269-1093-1,P4,,P4,,,,0.86,1.68,0.28,0.1666666667,,0,p,102,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1093-2-1006,P269-1093-2,P6,,P6,,,,0.86,1.68,0.24,0.1428571429,,0,p,102,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1093-2-1007,P269-1093-2,P7,,P7,,,,0.83,1.68,0.37,0.2202380952,,0,p,102,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1093-2-1008,P269-1093-2,P8,,P8,,,,0.68,1.68,0.47,0.2797619048,,0,p,102,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1093-2-1009,P269-1093-2,P9,,P9,,,,0.56,1.68,0.36,0.2142857143,,0,p,102,P5 and P9 built close together. One is possibly a repair. P9 was chosen due to better positioning. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-1-1001,P269-1094-1,P1,,P1,,,,0.48,1.68,0.37,0.2202380952,,0,p,104,P1 cut into by P9. Unobstructed axis used to measure diameter. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-1-1002,P269-1094-1,P2,,P2,,,,0.75,1.68,0.61,0.3630952381,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-1-1003,P269-1094-1,P3,,P3,,,,0.63,1.68,0.45,0.2678571429,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-1-1004,P269-1094-1,P4,,P4,,,,0.35,1.68,0.54,0.3214285714,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-2-1002,P269-1094-2,P2,,P2,,,,0.75,1.68,0.61,0.3630952381,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-2-1003,P269-1094-2,P3,,P3,,,,0.63,1.68,0.45,0.2678571429,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-2-1005,P269-1094-2,P5,,P5,,,,0.59,1.68,0.46,0.2738095238,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-2-1007,P269-1094-2,P7,,P7,,,,0.55,1.68,0.5,0.2976190476,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-3-1009,P269-1094-3,P9,,P9,,,,0.69,1.68,0.48,0.2857142857,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-3-1010,P269-1094-3,P10,,P10,,,,0.65,1.68,0.44,0.2619047619,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-3-1011,P269-1094-3,P11,,P11,,,,0.88,1.68,0.52,0.3095238095,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-3-1012,P269-1094-3,P12,,P12,,,,0.68,1.68,0.48,0.2857142857,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-3-1013,P269-1094-3,P13,,P13,,,,0.82,1.68,0.44,0.2619047619,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1094-3-1014,P269-1094-3,P14,,P14,,,,0.82,1.68,0.44,0.2619047619,,0,p,104,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1095-1-1001,P269-1095-1,P1,,P1,,,,0.73,1.67,0.3,0.1796407186,,0,p,106,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1095-1-1002,P269-1095-1,P2,,P2,,,,0.71,1.67,0.23,0.1377245509,,0,p,106,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1095-1-1003,P269-1095-1,P3,,P3,,,,0.78,1.67,0.33,0.1976047904,,0,p,106,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1095-1-1004,P269-1095-1,P4,,P4,,,,0.8,1.67,0.32,0.1916167665,,0,p,106,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1095-1-1005,P269-1095-1,P5,,P5,,,,0.79,1.67,0.25,0.1497005988,,0,p,106,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1095-1-1006,P269-1095-1,P6,,P6,,,,0.91,1.67,0.3,0.1796407186,,0,p,106,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1096-1-1001,P269-1096-1,P1,,P1,,,,0.76,1.67,0.52,0.3113772455,,0,p,108,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1096-1-1002,P269-1096-1,P2,,P2,,,,0.69,1.67,0.56,0.3353293413,,0,p,108,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1096-1-1003,P269-1096-1,P3,,P3,,,,0.78,1.67,0.6,0.3592814371,,0,p,108,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1096-1-1004,P269-1096-1,P4,,P4,,,,0.66,1.67,0.56,0.3353293413,,0,p,108,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1096-2-1002,P269-1096-2,P2,,P2,,,,0.69,1.67,0.56,0.3353293413,,0,p,108,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1096-2-1003,P269-1096-2,P3,,P3,,,,0.78,1.67,0.6,0.3592814371,,0,p,108,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1096-2-1005,P269-1096-2,P5,,P5,,,,0.66,1.67,0.37,0.2215568862,,0,p,108,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1096-2-1006,P269-1096-2,P6,,P6,,,,0.59,1.67,0.41,0.245508982,,0,p,108,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1096-2-1007,P269-1096-2,P7,,P7,,,,0.71,1.67,0.44,0.2634730539,,0,p,108,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1096-2-1008,P269-1096-2,P8,,P8,,,,0.6,1.67,0.54,0.3233532934,,0,p,108,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1099-1-1001,P269-1099-1,P1,,P1,,,,0.66,1.67,0.35,0.2095808383,,0,p,110,"Depth measurement provided in report match estimated posthole depths, not depths at time of recording. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1099-1-1002,P269-1099-1,P2,,P2,,,,0.64,1.67,0.32,0.1916167665,,0,p,110,"Depth measurement provided in report match estimated posthole depths, not depths at time of recording. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1099-1-1003,P269-1099-1,P3,,P3,,,,0.47,1.67,0.34,0.2035928144,,0,p,110,"Depth measurement provided in report match estimated posthole depths, not depths at time of recording. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1099-1-1004,P269-1099-1,P4,,P4,,,,0.51,1.67,0.31,0.1856287425,,0,p,110,"Depth measurement provided in report match estimated posthole depths, not depths at time of recording. Scale bar set at 2 and 4m. 2m line measured and divided in half."
PH269-1097-1-1001,P269-1097-1,P1,,P1,,,,0.85,1.67,0.44,0.2634730539,,0,p,111,Overlapping postholes. Innermost posthole measured. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1097-1-1002,P269-1097-1,P2,,P2,,,,0.95,1.67,0.69,0.4131736527,,0,p,111,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1097-1-1003,P269-1097-1,P3,,P3,,,,0.83,1.67,0.72,0.4311377246,,0,p,111,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1097-1-1004,P269-1097-1,P4,,P4,,,,0.81,1.67,0.61,0.3652694611,,0,p,111,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1097-1-1005,P269-1097-1,P5,,P5,,,,0.73,1.67,0.65,0.3892215569,,0,p,111,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1119-1-1001,P269-1119-1,P1,,P1,,,,0.59,1.66,0.37,0.2228915663,uk,#VALUE!,p,122,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1119-1-1002,P269-1119-1,P2,,P2,,,,0.22,1.66,0.42,0.2530120482,uk,#VALUE!,p,122,Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1119-1-1003,P269-1119-1,P3,,P3,,,,0.9,1.66,0.21,0.1265060241,uk,#VALUE!,p,122,overlapping postholes. Innermost posthole measured. Scale bar set at 2 and 4m. 2m line measured and divided in half.
PH269-1119-1-1004,P269-1119-1,P4,,P4,,,,0.75,1.66,0.34,0.2048192771,uk,#VALUE!,p,122,Scale bar set at 2 and 4m. 2m line measured and divided in half.
