PithouseID,OriginalID,SiteID,PitNum,BuildNum,Length,Width,RecFloor,ShapeFormula,Shape,PillarPosition,PillarConfig,Rebuild,PubPeriod,PhaseStart,PhaseEnd,PhaseStartRom,PhaseEndRom,TotalPhaseRom,NumPhaseStart,NumPhaseEnd,NumPhaseMed,topo_after1,topo_after2,topo_after3,topo_after4,topo_after5,topo_after6,topo_after7,topo_after8,topo_after9,topo_after10,topo_after11,topo_after12,topo_after13,Reference,PostDataUsed,Notes,TopologyNotes
P272-1037-1,37号住居跡,S272,1037,1,uk,uk,,uk,不明,uk,uk,uk,加曽利E1式,加曽利E1式,加曽利E1式,Kasori E1,Kasori E1,Kasori E1~Kasori E1,-4950,-4860,-4905,,,,,,,,,,,,,,52,no,"Dwelling only identified due to burial jar.  Dwelling size, shape, and main posthole information not available.",
P272-1038-1,38号住居跡,S272,1038,1,4.36,3.94,,oval,楕円形,Main,4,2,勝坂式,勝坂1式,勝坂3式,Katsuzuka 1,Katsuzuka 3,Katsuzuka 1~Katsuzuka 3,-5310,-4950,-5130,,,,,,,,,,,,,,52,no,"Overlapping postholes is several areas indicates probable rebuilding. Posthole from build phases not differentiated, unable to use posthole data.",P272-1038-1 rebuilt once and built before 16
P272-1038-2,38号住居跡,S272,1038,2,4.36,3.94,,oval,楕円形,Main,4,2,勝坂式,勝坂1式,勝坂3式,Katsuzuka 1,Katsuzuka 3,Katsuzuka 1~Katsuzuka 3,-5310,-4950,-5130,P272-1038-1,,,,,,,,,,,,,52,no,"Overlapping postholes is several areas indicates probable rebuilding. Posthole from build phases not differentiated, unable to use posthole data.",P272-1038-1 rebuilt once and built before 16
P272-1039-1,39号住居跡,S272,1039,1,5,4.5,,oval,楕円形?,Main,uk,n,加曽利E1式,加曽利E1式,加曽利E1式,Kasori E1,Kasori E1,Kasori E1~Kasori E1,-4950,-4860,-4905,P272-1051-1,P272-1036-2,P272-1036-1,,,,,,,,,,,52,no,Eastern side dug through during excavation. Size measurements are estimates. Only 2 postholes remaining.,"Oldest to newest 36b, 36a, 39"
P272-1041-1,41号住居跡,S272,1041,1,4.12,,,circle,円形,Main,4,n,連弧文,加曽利E2式新,加曽利E2式新,Kasori E2 New,Kasori E2 New,Kasori E2 New~Kasori E2 New,-4770,-4730,-4750,,,,,,,,,,,,,,52,yes,"Missing NW section of wall. Identified as 4 post structure, and there appear to be 4 clear main postholes. An estimated length measurement was provided, but as it was only 8cm larger than the width and the structure is classified as circular, the circle area measurement is used.",41 built before 42
P272-1042-1,42号住居跡,S272,1042,1,4.85,4.33,,oval,やや角ばった円形,Main,4,n,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P272-1041-1,P272-1043-1,,,,,,,,,,,,52,yes,"Missing small section of wall on northern side. Described as 4 post structure and there are 4 corners where posts are located. Two posts show signs of replacement, but original posts are not indicated on plan drawing. Outer postholes were chosen as the main posts for analysis.",41 and 43 built before 42
P272-1043-1,43号住居跡,S272,1043,1,uk,uk,,oval,不整楕円形？,Pit,0,n,連弧文,加曽利E2式新,加曽利E2式新,Kasori E2 New,Kasori E2 New,Kasori E2 New~Kasori E2 New,-4770,-4730,-4750,,,,,,,,,,,,,,52,no,"Only hearth, burial jars, and SW section of wall remaining. Size unknown and no postholes identified.",43 built before 42
P272-1044-1,44号住居跡,S272,1044,1,uk,uk,,uk,不明,Main,uk,uk,連弧文-加曽利E3式,加曽利E2式新,加曽利E3式,Kasori E2 New,Kasori E3,Kasori E2 New~Kasori E3,-4770,-4540,-4655,,,,,,,,,,,,,,52,no,"Hearth and some postholes found. Dwelling size and shape are unknown. Main postholes not identified. Period listed as 連弧文-加曽利E3式. As 連弧文 is treated as the newer phase of 加曽利E2式 here, the start period of this dwelling is 加曽利E2式新, while the ending phase is 加曽利E3式.",
P272-1045-1,45号住居跡,S272,1045,1,5.3,5.17,,oval,五角形,MainWall,5,n,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P272-1046-1,,,,,,,,,,,,,52,diameter,"Report indicates a 5 post structure. Main postholes not identified, but the 5 main posts can be determined from the plan drawing. Floor is uneven and an estimated floor height is not included, so only diameter measurement taken.",45 built after 46
P272-1046-1,46号住居跡,S272,1046,1,4,3.88,,oval,円形,Main,4,n,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,52,yes,"Missing eastern wall. Report indicates a 4 post structure but there are 5 deep postholes present. Of the two adjacent postholes in the SE corner, the posthole included in the analysis was chosen due to more uniform distance from other postholes.",46 built before 45
P272-1047-1,47号住居跡,S272,1047,1,8.68,8.26,,oval,胴張りの隅丸方形,Main,8,n,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P272-1060-1,P272-1079-1,,,,,,,,,,,,52,diameter,"Large size dwelling. Report indicates 8 main postholes. Later construction on the north side appears to influence post depth in that area. No estimated floor heights provided, so only diameter measurements used.","Oldest to newest 60/79, 47, 67"
P272-1048-1,48号住居跡,S272,1048,1,uk,uk,,uk,方形？,Main,4,n,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,52,diameter,"Poor preservation. Northern wall missing. Eastern posthole significantly shallower than other pits, possibly related to overlapping feature at that posthole. Only diameter value used.",
P272-1049-1,49号住居跡,S272,1049,1,4.38,4.05,,oval,不整楕円形,Main,uk,n,加曽利E1式,加曽利E1式,加曽利E1式,Kasori E1,Kasori E1,Kasori E1~Kasori E1,-4950,-4860,-4905,,,,,,,,,,,,,,52,no,"Hearth and postholes present, but unable to determine main postholes.","Oldest to newest 59, 15, 17"
P272-1050-1,50号住居跡,S272,1050,1,6,5.47,,oval,楕円形,Main,6,n,連弧文,加曽利E2式新,加曽利E2式新,Kasori E2 New,Kasori E2 New,Kasori E2 New~Kasori E2 New,-4770,-4730,-4750,P272-1070-1,P272-1071-1,,,,,,,,,,,,52,yes,"Report states that windfallen tree made eastern side of residence difficult to excavate. Report indicates 6 post structure. Although main posts not sepecifically identified on the plan drawing, they can be identified. In one location there are two possible main postholes in close proximity, the posthole chosen for analysis was chosen due to its position being more consistent with other postholes in the dwelling.",70 and 71 built before 50
P272-1051-1,51号住居跡,S272,1051,1,4,3.83,,oval,円形,Main,4,n,勝坂式,勝坂1式,勝坂3式,Katsuzuka 1,Katsuzuka 3,Katsuzuka 1~Katsuzuka 3,-5310,-4950,-5130,,,,,,,,,,,,,,52,yes,"Report indicates 4 post structure. Main posts not specifically identified, but can be interpreted from the plan drawing.",51 built before 36A
P272-1052-1,52号住居跡,S272,1052,1,5.4,,,circle,円形,MainWall,5,2,勝坂式,勝坂1式,勝坂3式,Katsuzuka 1,Katsuzuka 3,Katsuzuka 1~Katsuzuka 3,-5310,-4950,-5130,,,,,,,,,,,,,,52,no,"Width diameter was estimated and as the dwelling shape is circular, the circle area measurement used. Dwelling rebuild once. Main postholes not identified and postholes not differentiated by phase, so posthole data not used.",
P272-1052-2,52号住居跡,S272,1052,2,5.4,,,circle,円形,MainWall,5,2,勝坂式,勝坂1式,勝坂3式,Katsuzuka 1,Katsuzuka 3,Katsuzuka 1~Katsuzuka 3,-5310,-4950,-5130,P272-1052-1,,,,,,,,,,,,,52,no,"Width diameter was estimated and as the dwelling shape is circular, the circle area measurement used. Dwelling rebuild once. Main postholes not identified and postholes not differentiated by phase, so posthole data not used.",
P272-1053-1,53号住居跡,S272,1053,1,5.5,4.93,,oval,不整楕円形,Main,6?,uk,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,52,no,"Missing section of northern wall. Main postholes not identified and unable to be determined from plan drawing. There appears to be a possible second section of wall, but report states that the presence of another dwelling is uncertain.",
P272-1056-1,56号住居跡,S272,1056,1,uk,uk,,uk,円形？,uk,uk,uk,勝坂式,勝坂1式,勝坂3式,Katsuzuka 1,Katsuzuka 3,Katsuzuka 1~Katsuzuka 3,-5310,-4950,-5130,,,,,,,,,,,,,,52,no,Only small section of wall on the SE side remaining. Dwelling size and shape unknown. Main postholes not identified.,
P272-1057-1,57号住居跡,S272,1057,1,4.5,uk,,oval,隅丸方形,Main,uk,n,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,52,no,"Width of dwelling unknown and length estimated. Unknown number of main postholes, and main postholes not identified. Although 3 possible main postholes present, this could be half of total number, so posthole data not used.",
P272-1058-1,58号住居跡,S272,1058,1,4,uk,,oval,楕円形,Main,uk,uk,加曽利E2式-連弧文,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P272-1059-1,,,,,,,,,,,,,52,no,"Only southern portion of wall remains. Length is estimated and width is unknown. Unknown number of main postholes and main postholes not identified.Period listed as 加曽利E2式-連弧文.  As 連弧文 is treated as the newer phase of 加曽利E2式 here, the time span set for this pithouse is the entire 加曽利E2式 phase.",59 built before 58
P272-1059-1,59号住居跡,S272,1059,1,4,uk,,oval,楕円形,Main,4,n,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,52,yes,Missing walls on north and east sides. Length estimated and width unknown. Main postholes not clearly identified in report but can be determined from plan drawing. ,59 built before 58
P272-1060-1,60号住居跡,S272,1060,1,uk,uk,,uk,不明 方形？,Main,uk,uk,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,52,no,Dwelling discovered while excavating P272-1047-1. Shape and size unknown. Main postholes not identified.,60 built before 47
P272-1061-1,61号住居跡,S272,1061,1,uk,uk,,uk,不明,uk,uk,uk,加曽利E4式,加曽利E4式,加曽利E4式,Kasori E4,Kasori E4,Kasori E4~Kasori E4,-4540,-4490,-4515,,,,,,,,,,,,,,52,no,"Dwelling identified from hearth and large number of stones in the area. Dwelling size, shape, and main posthole information not available.",
P272-1062-1,62号住居跡,S272,1062,1,3.93,,,circle,円形,Main,4,n,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,52,yes,"Missing southern and norther sections of walls. Report identifies dwelling as a 4 post structure. Additional deep postholes present, but identifying main postholes possible. In SE corner there are two adjacent postholes, the posthole measured was chosen due to a more consistent depth. The additional postholes in the dwelling are more consistent with the posthole not chosen. ",
P272-1063-1,63号住居跡,S272,1063,1,4.31,3.72,,oval,不整楕円形,Main,4,n,勝坂式,勝坂1式,勝坂3式,Katsuzuka 1,Katsuzuka 3,Katsuzuka 1~Katsuzuka 3,-5310,-4950,-5130,,,,,,,,,,,,,,52,yes,Report indicates a 4 post structure. main postholes not identified but can be understood from teh plan drawing. In the east corner two adjacent postholes are present. Exterior posthole choosen as main posthole.,
P272-1064-1,64号住居跡,S272,1064,1,4.33,3.92,,oval,楕円形,MainWall,4,n,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,52,no,Report indicates a 4 post structure. Main postholes unable to be identified from the plan drawing. There are 3 deep postholes located in the walls and an additional 2 deep postholes inset from the walls.,
P272-1065-1,65号住居跡,S272,1065,1,6.32,6.1,,oval,隅丸方形,Main,7,n,連弧文,加曽利E2式新,加曽利E2式新,Kasori E2 New,Kasori E2 New,Kasori E2 New~Kasori E2 New,-4770,-4730,-4750,,,,,,,,,,,,,,52,yes,"Large size dwelling. Well preserved. Only 7 postholes present in dwelling. Although main postholes not specified in report, it appears that all postholes present are main postholes.",65 built before 66
P272-1066-1,66号住居跡,S272,1066,1,4.82,4.4,,oval,楕円形,Main,6,n,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P272-1065-1,,,,,,,,,,,,,52,yes,"Missing small section of wall in SW corner. Only 6 postholes in structure. Some postholes significantly shallower than others, but floor appears level and postitioning is consistent with main postholes.",66 built after 65
P272-1067-1,67号住居跡,S272,1067,1,5.85,5.75,,oval,円形,Main,6,n,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P272-1060-1,P272-1079-1,P272-1047-1,,,,,,,,,,,52,yes,"Well preserved. Identified as 6 post structure. Main postholes not specified, but able to be determine from plan drawing. In north corner, two adjacent postholes present, either of which could be the main posthole. ","Oldest to newest 60, 79, 47, 67"
P272-1070-1,70号住居跡,S272,1070,1,4.71,4.22,,oval,楕円形,Main,4-5,n,加曽利E2式-連弧文,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,52,no,"Missing small section of western wall. Main postholes not identified and unable to determine from plan drawing. Period listed as 加曽利E2式-連弧文.  As 連弧文 is treated as the newer phase of 加曽利E2式 here, the time span set for this pithouse is the entire 加曽利E2式 phase.",70 built before 50
P272-1071-1,71号住居跡,S272,1071,1,5.28,4.66,,oval,楕円形,Main,4,n,連弧文,加曽利E2式新,加曽利E2式新,Kasori E2 New,Kasori E2 New,Kasori E2 New~Kasori E2 New,-4770,-4730,-4750,,,,,,,,,,,,,,52,no,"Overlapping dwellings makes interpretation difficult. Main postholes not identified. Report indicates another possible dwelling present, but doesn't give further specifics. ",71 built before 50
P272-1072-1,72号住居跡,S272,1072,1,5.54,5.43,,oval,隅丸方形,Main,4,2,連弧文,加曽利E2式新,加曽利E2式新,Kasori E2 New,Kasori E2 New,Kasori E2 New~Kasori E2 New,-4770,-4730,-4750,,,,,,,,,,,,,,52,no,"Traces of overlapping hearths and the presence of two jar burials indicates possible rebuilding. Overlapping postholes in some locations, and adjacent postholes in others. Main postholes not identified and build phases not differentiated. Posthole data not used.",P272-1072-1 rebuilt once.
P272-1072-2,72号住居跡,S272,1072,2,5.54,5.43,,oval,隅丸方形,Main,4,2,連弧文,加曽利E2式新,加曽利E2式新,Kasori E2 New,Kasori E2 New,Kasori E2 New~Kasori E2 New,-4770,-4730,-4750,P272-1072-1,,,,,,,,,,,,,52,no,"Traces of overlapping hearths and the presence of two jar burials indicates possible rebuilding. Overlapping postholes in some locations, and adjacent postholes in others. Main postholes not identified and build phases not differentiated. Posthole data not used.",P272-1072-1 rebuilt once.
P272-1073-1,73号住居跡,S272,1073,1,uk,uk,,uk,不明,uk,uk,uk,連弧文-加曽利E3式,加曽利E2式新,加曽利E3式,Kasori E2 New,Kasori E3,Kasori E2 New~Kasori E3,-4770,-4540,-4655,,,,,,,,,,,,,,52,no,"Dwelling identified by hearth and a scattering of postholes. Dwelling size, shape, and main postholes not specified. Period listed as 連弧文-加曽利E3式. As 連弧文 is treated as the newer phase of 加曽利E2式 here, the start period of this dwelling is 加曽利E2式新, while the ending phase is 加曽利E3式.",
P272-1074-1,74号住居跡,S272,1074,1,5.15,5,,oval,胴張りの方形,MainWall,5,n,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,52,yes,Missing section of southern wall. Identified as 5 post structure. Main postholes not specified but able to be understood from teh plan drawing.,
P272-1075-1,75号住居跡,S272,1075,1,4.5,,,circle,円形,Pit,0,n,加曽利E4式,加曽利E4式,加曽利E4式,Kasori E4,Kasori E4,Kasori E4~Kasori E4,-4540,-4490,-4515,,,,,,,,,,,,,,52,no,"Pit only. Length and width measurements the same and dwelling labelled as circular, so sircle area measurement used.",
P272-1076-1,76号住居跡,S272,1076,1,7.2,4,,uk,敷石住居,Mirror,uk,uk,加曽利E4式,加曽利E4式,加曽利E4式,Kasori E4,Kasori E4,Kasori E4~Kasori E4,-4540,-4490,-4515,,,,,,,,,,,,,,52,no,"Dwelling damaged from later construction. Identified from scattered paving stones and tools. As stones were not burnt, reporter suggests a paved stone building. Dwelling shape unknown and postholes not identified, but for this report it will be identified as a mirror shaped dwelling. Long axis probably includes the entrance, so instead of an oval formula, the area formula is left as uk.",
P272-1077-1,77号住居跡,S272,1077,1,uk,uk,,uk,敷石住居,Mirror,uk,uk,加曽利E4式,加曽利E4式,加曽利E4式,Kasori E4,Kasori E4,Kasori E4~Kasori E4,-4540,-4490,-4515,,,,,,,,,,,,,,52,no,Interpreted as a stone paved dwelling missing most of the paving stones. Dwelling size and posthole arrangement unknown. Classified as mirror shaped dwelling for analysis.,
P272-1078-1,78号住居跡,S272,1078,1,5.28,3.93,,uk,柄鏡形,Mirror,uk,n,加曽利E4式,加曽利E4式,加曽利E4式,Kasori E4,Kasori E4,Kasori E4~Kasori E4,-4540,-4490,-4515,,,,,,,,,,,,,,52,no,"Mirror shaped dwelling. Only 4 postholes found towards the entrance. Length measurement includes the entrance, so shape formula left as uk instead of oval. ",
P272-1079-1,79号住居跡,S272,1079,1,6.2,5.2,,oval,楕円形,Main,uk,uk,連弧文,加曽利E2式新,加曽利E2式新,Kasori E2 New,Kasori E2 New,Kasori E2 New~Kasori E2 New,-4770,-4730,-4750,,,,,,,,,,,,,,52,no,Dwelling cut into by 47 and 67. Number of main postholes unknown. Main postholes not specified. ,"Oldest to newest 79, 47, 67"
P272-1080-1,80号住居跡,S272,1080,1,6.1,uk,,oval,楕円形,Main,uk,n,加曽利E4式,加曽利E4式,加曽利E4式,Kasori E4,Kasori E4,Kasori E4~Kasori E4,-4540,-4490,-4515,,,,,,,,,,,,,,52,no,"Eastern side of dwelling missing from ditch cutting across dwelling. Only length measurement provided, unable to determine area. Main postholes not identified. ",
P272-1081-1,81号住居跡,S272,1081,1,4.75,uk,,uk,敷石住居,Mirror,uk,uk,加曽利E4式,加曽利E4式,加曽利E4式,Kasori E4,Kasori E4,Kasori E4~Kasori E4,-4540,-4490,-4515,,,,,,,,,,,,,,52,no,Dwelling identifed from hearth and scattered paving stones. Exact shape and size unknown. Length measurement provided is an estimate. Postholes not identified.,
P272-1082-1,82号住居跡,S272,1082,1,uk,uk,,uk,uk,Main,uk,uk,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,52,no,"Dwelling size and shape not indicated. Main postholes not identified. Hearth and burial jar present. Overlapping postholes on the south side could indicate rebuilding, but it is not specified in the report. ",
P272-1085-1,85号住居跡,S272,1085,1,5.3,4.5,,oval,楕円形？,Main,uk,uk,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,52,no,"Only hearth, burial jar and 2 postholes excavated.",
P272-1086-1,86号住居跡,S272,1086,1,4.3,4.26,,oval,隅丸方形,Main,4,n,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,52,diameter,"Eastern portion of dwelling damaged from previous excavation. Identified as 4 post structure. Main postholes not specified, but can be discerned from plan drawing. There are additional deep posts present that could also be possible main posts, but for this analysis just the 4 corner posts will be used. Posthole located where previous excavation was done is significantly more shallow than other postholes and appears to be measured from present excavated level instead of estimated original floor height, so only diameter values used.",
P272-1083-1,83a号住居跡,S272,1083,1,4.5,4.25,,oval,丸みのある隅丸長方形,MainWall,5,n,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P272-1084-1,P272-1012-1,P272-1012-2,P272-2083-1,P272-2083-2,,,,,,,,,53,yes,"Pithouse 83 was listed at the end of reference 52, but without much detail. Topology information carried over from reference 52.","P272-2083-1 rebuilt once. Oldest to newest 84/12, 83b, 83a, 10, 8"
P272-2083-1,83b号住居跡,S272,2083,1,4.5,4.4,,oval,丸みのある隅丸長方形,MainWall,4,2,加曽利E2式期よりは古い時期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P272-1084-1,P272-1012-1,P272-1012-2,,,,,,,,,,,53,yes,"Period listed as 加曽利E2式期よりは古い時期. 83b is considered older than other associated pithouse 83a, 106, and 113. All of these are dated to Kasori E2 or later, so the perior used for analysis here will be Kasori E2 along with correct topological relationships. Pithouse 83 was listed at the end of reference 52, but without much detail. Topology information carried over from reference 52. There appears to be a second wall within 83b, indicating another phase. Main postholes are identified, but not for both phases. Postholes listed have some overlapping postholes, so the identified main posts will be attributed to the initial phase.","P272-2083-1 rebuilt once. Oldest to newest 84/12, 83b, 83a, 10, 8"
P272-2083-2,83b号住居跡,S272,2083,2,4.5,4.4,,oval,丸みのある隅丸長方形,MainWall,4,2,加曽利E2式期よりは古い時期,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P272-1084-1,P272-1012-1,P272-1012-2,P272-2083-1,,,,,,,,,,53,no,"Period listed as 加曽利E2式期よりは古い時期. 83b is considered older than other associated pithouse 83a, 106, and 113. All of these are dated to Kasori E2 or later, so the perior used for analysis here will be Kasori E2 along with correct topological relationships. Pithouse 83 was listed at the end of reference 52, but without much detail. Topology information carried over from reference 52. There appears to be a second wall within 83b, indicating another phase. Main postholes are identified, but not for both phases. Postholes listed have some overlapping postholes, so the identified main posts will be attributed to the initial phase.","P272-2083-1 rebuilt once. Oldest to newest 84/12, 83b, 83a, 10, 8"
P272-1084-1,84号住居跡,S272,1084,1,4.1,3.66,,oval,楕円形,Main,4,n,勝坂3式,勝坂3式,勝坂3式,Katsuzuka 3,Katsuzuka 3,Katsuzuka 3~Katsuzuka 3,-5100,-4950,-5025,,,,,,,,,,,,,,53,yes,"Missing portions of southern wall. Pithouse 84 was listed at the end of reference 52, but without much detail. Topology information carried over from reference 52.","Oldest to newest 84/12, 83b, 83a, 10, 8"
P272-1113-1,113号住居跡,S272,1113,1,uk,uk,,oval,楕円形,Main,4,2,加曽利E 2-3 式,加曽利E2式,加曽利E3式,Kasori E2,Kasori E3,Kasori E2~Kasori E3,-4860,-4540,-4700,P272-1084-1,,,,,,,,,,,,,53,no,"Only northern section of wall remaining. Report indicates 2 sets of main postholes, but some of the posthole numbers don't appear to be present on the plan drawing. Posthole data omitted. Length measurement omitted because it is based on excavated area and not estimated size.",84 older than 113. Relationship between 113 and 83 or 106 uncertain.
P272-1113-2,113号住居跡,S272,1113,2,uk,uk,,oval,楕円形,Main,4,2,加曽利E 2-3 式,加曽利E2式,加曽利E3式,Kasori E2,Kasori E3,Kasori E2~Kasori E3,-4860,-4540,-4700,P272-1084-1,P272-1113-1,,,,,,,,,,,,53,no,"Only northern section of wall remaining. Report indicates 2 sets of main postholes, but some of the posthole numbers don't appear to be present on the plan drawing. Posthole data omitted. Length measurement omitted because it is based on excavated area and not estimated size.",84 older than 113. Relationship between 113 and 83 or 106 uncertain.
P272-1091-1,91号住居跡,S272,1091,1,4.8,uk,,oval,方形あるいは長方形,Main,uk,uk,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,53,no,"Missing northern and southern walls. Only length provided, not width, so area estimate not included. 3 main postholes identified, but total number of main postholes not known. Posthole data omitted.",91 is older than 30 from reference 52
P272-1092-1,92号住居跡,S272,1092,1,3.77,3.05,,oval,楕円形,Main,7,n,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,,,,,,,,,,,,,,53,yes,"Report indicates 8 pits. Most pits shallow and not identified as main pits, but configuration inset from the walls indicates main postholes.",
P272-1093-2,93a号住居跡,S272,1093,2,5.5,5.5,,oval,円形あるいは円形に近い形,Main,uk,2,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,P272-1092-1,,,,,,,,,,,,,53,no,Only SE portion of wall remains. Missing West posrtion of dwelling. Length and width measurements are estimates. Unknown number of main postholes. ,93b is older than 93a
P272-1093-1,93b号住居跡,S272,1093,1,5.8,5.5,,oval,円形あるいは円形に近い形,Main,uk,2,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,53,no,Only SE portion of wall remains. Missing West posrtion of dwelling. Length and width measurements are estimates. Unknown number of main postholes. ,93b is older than 93a
P272-1094-2,94a号住居跡,S272,1094,2,5.8,5.8,,oval,円形あるいは円形に近い形,MainWall,uk,2,連弧文期,加曽利E2式新,加曽利E2式新,Kasori E2 New,Kasori E2 New,Kasori E2 New~Kasori E2 New,-4770,-4730,-4750,P272-1094-1,,,,,,,,,,,,,53,no,Only southern portion of dwelling remains. Two separate wall sections indicate two dwellings. Only two main postholes identified. Length and width measurements are estimates. Posthole data not used.,P272-1094-1 rebuilt once
P272-1094-1,94b号住居跡,S272,1094,1,5.2,5.2,,oval,円形あるいは円形に近い形,MainWall,uk,2,連弧文期,加曽利E2式新,加曽利E2式新,Kasori E2 New,Kasori E2 New,Kasori E2 New~Kasori E2 New,-4770,-4730,-4750,,,,,,,,,,,,,,53,no,Only southern portion of dwelling remains. Two separate wall sections indicate two dwellings. Only two main postholes identified. Length and width measurements are estimates. Posthole data not used.,P272-1094-1 rebuilt once
P272-1095-1,95a号住居跡,S272,1095,1,4.6,4.35,,oval,五角形,Main,6,n,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P272-2095-1,,,,,,,,,,,,,53,yes,"95a and 95b only slightly overlap and are attributed to different pottery periods, so they are not treated as rebuilds here. 95b is located on the north side of 95a. 95a missing northern section of wall. Length measure estimated. Main postholes identified and measured.",95b built before 95a
P272-2095-1,95b号住居跡,S272,2095,1,uk,uk,,uk,不明,uk,uk,n,加曽利E2式,加曽利E2式,加曽利E2式,Kasori E2,Kasori E2,Kasori E2~Kasori E2,-4860,-4730,-4795,,,,,,,,,,,,,,53,no,"95a and 95b only slightly overlap and are attributed to different pottery periods, so they are not treated as rebuilds here. 95b is located on the north side of 95a. Pithouse size and shape is unknown. Main postholes not identified. ",95b built before 95a
P272-1096-6,96a号住居跡,S272,1096,6,4.6,4.57,,oval,丸みのある隅丸長方形,Main,4,6,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P272-1096-3,P272-1096-2,P272-1096-1,P272-1096-5,,,,,,,,,,53,yes,P272-1096-6 a 4 post structure. Main posts located adjacent to walls.,"96b built before 96a. 96d, 96e, and 96f all built before 96a and 96b."
P272-1096-5,96b号住居跡,S272,1096,5,4.45,4.4,,oval,丸みのある隅丸長方形,Main,4,6,加曽利E3式,加曽利E3式,加曽利E3式,Kasori E3,Kasori E3,Kasori E3~Kasori E3,-4730,-4540,-4635,P272-1096-3,P272-1096-2,P272-1096-1,,,,,,,,,,,53,yes,P272-1096-5 a 4 post structure. Missing small section of wall on the east side. ,"96b built before 96a. 96d, 96e, and 96f all built before 96a and 96b."
