master_id,region,region_number,region_name,region_prefectures,site_name,site_name_dup_fix,site_name_period_mean,site_name_rom,site_occurances,site_period_occurances,location,specimin_number,sex,sex_unified,age_range,age_min,age_max,age_min_noxon,age_max_noxon,over_5_values,percentage_value_5_19,output_values_5_19,range_value_5_under,output_values_0_5,age_mean,culture_area,period,period_start,period_end,period_range,calBPmax,calBPmin,phase_start,phase_end,phase_mean_round,period_eng,period_min,period_max,period_numeric,period_min_kudo,period_max_kudo,period_min_noxon,period_max_noxon,period_min_neg_noxon,period_max_neg_noxon,period_mean_noxon,period_mean_round_noxon,burial_posture_1,burial_posture_2,cephalic_direction,burial_shape_1,burial_shape_2,burial_postition_location,upper_construction,lower_construction,burial_type,dental_equation,personal_accessories-_contents_location,grave_good_number_of,red_pigment_application_location,bone_lesions_presence_location_description,"injuries_sustained_during_life_presence,_location_description",frontal_suture,interparietal_bone_inca,right_lamboidal_sutural_ossicles,left_lamboidal_sutural_ossicles,right_zygomatic_horizontal_suture_remaining,left_zygomatic_horizontal_suture_remaining,right_supraorbital_foramen,left_supraorbital_foramen,right_condyloid_canal,left_condyloid_canal,right_hypoglossal_canal_bisects,left_hypoglossal_canal_bisects,right_parietal _foramen,left_parietal_foramen,references
8674,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",祇園原貝塚,1祇園原貝塚,1祇園原貝塚-4068,Gionbara Shellmound,38,35,,S310,X,,X,,,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後期　堀之内,Horinouchi 1,Horinouchi 2,Horinouchi 1_Horinouchi 2,4235,3900,-4235,-3900,-4068,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8675,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-4068,Saihiro Shellmound,57,9,,No. 1,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期　堀之内,Horinouchi 1,Horinouchi 2,Horinouchi 1_Horinouchi 2,4235,3900,-4235,-3900,-4068,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8676,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-4068,Saihiro Shellmound,57,9,,No. 2,男,M,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期　堀之内,Horinouchi 1,Horinouchi 2,Horinouchi 1_Horinouchi 2,4235,3900,-4235,-3900,-4068,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8677,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-4068,Saihiro Shellmound,57,9,,No. 3,男,M,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期　堀之内,Horinouchi 1,Horinouchi 2,Horinouchi 1_Horinouchi 2,4235,3900,-4235,-3900,-4068,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8678,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-4068,Saihiro Shellmound,57,9,,No. 4,男,M,熟年,,,35,49,1,0,0,0,0,42,第四地域（関東～中部）,後期　堀之内,Horinouchi 1,Horinouchi 2,Horinouchi 1_Horinouchi 2,4235,3900,-4235,-3900,-4068,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8679,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,#N/A,Saihiro Shellmound,57,153,,No. 5,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,不明,uk,uk,uk_uk,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,U,#ERROR!,U,#ERROR!,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8680,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3855,Saihiro Shellmound,57,40,,No. 6,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期？,Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,#VALUE!,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8681,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-4068,Saihiro Shellmound,57,9,,No. 7,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期　堀之内,Horinouchi 1,Horinouchi 2,Horinouchi 1_Horinouchi 2,4235,3900,-4235,-3900,-4068,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8682,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3855,Saihiro Shellmound,57,40,,No. 8,女,F,熟年,,,35,49,1,0,0,0,0,42,第四地域（関東～中部）,後期？,Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,#VALUE!,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8683,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-4068,Saihiro Shellmound,57,9,,No. 9,男,M,熟年,,,35,49,1,0,0,0,0,42,第四地域（関東～中部）,後期　堀之内,Horinouchi 1,Horinouchi 2,Horinouchi 1_Horinouchi 2,4235,3900,-4235,-3900,-4068,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8684,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-4143,Saihiro Shellmound,57,9,,No. 10,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期　堀之内１,Horinouchi 1,Horinouchi 1,Horinouchi 1_Horinouchi 1,4235,4050,-4235,-4050,-4143,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8685,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3855,Saihiro Shellmound,57,40,,No. 11,男,M,熟年,,,35,49,1,0,0,0,0,42,第四地域（関東～中部）,後期？,Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,#VALUE!,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8686,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-4068,Saihiro Shellmound,57,9,,No. 12,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期　堀之内,Horinouchi 1,Horinouchi 2,Horinouchi 1_Horinouchi 2,4235,3900,-4235,-3900,-4068,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8687,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-4068,Saihiro Shellmound,57,9,,No. 13,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期　堀之内,Horinouchi 1,Horinouchi 2,Horinouchi 1_Horinouchi 2,4235,3900,-4235,-3900,-4068,#VALUE!,後期前葉(Late-Early),後期前葉(Late-Early),,3800,#ERROR!,3800,#ERROR!,-3800,-3500,-3650,-3650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8688,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,#N/A,Saihiro Shellmound,57,153,,No. 14,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,不明,uk,uk,uk_uk,#N/A,#N/A,#N/A,#N/A,#N/A,#VALUE!,,,,U,#ERROR!,U,#ERROR!,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8689,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3028,Saihiro Shellmound,57,1,,No. 15,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,晩期　安行３ｃ～前浦,Angyo 3c,Maeura,Angyo 3c_Maeura,3065,2990,-3065,-2990,-3028,#VALUE!,晩期中葉(Final-Middle),晩期中葉(Final-Middle),,2900,#ERROR!,2900,#ERROR!,-2900,-2700,-2800,-2800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8690,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-2803,Saihiro Shellmound,57,1,,No. 16,男,M,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,晩期,Final Jomon,Final Jomon,Final Jomon_Final Jomon,3220,2385,-3220,-2385,-2803,#VALUE!,晩期(Final),晩期(Final),,3000,#ERROR!,3000,#ERROR!,-3000,-2430,-2715,-2715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8691,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3438,Saihiro Shellmound,57,2,,No. 17,男,M,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後～晩期,Late Jomon,Final Jomon,Late Jomon_Final Jomon,4490,2385,-4490,-2385,-3438,#VALUE!,後期(Late),晩期(Final),,4000,#ERROR!,4000,#ERROR!,-4000,-2430,-3215,-3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8692,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3438,Saihiro Shellmound,57,2,,No. 18,X,,X,,,U,U,0,#VALUE!,0,#VALUE!,0,U,第四地域（関東～中部）,後～晩期,Late Jomon,Final Jomon,Late Jomon_Final Jomon,4490,2385,-4490,-2385,-3438,#VALUE!,後期(Late),晩期(Final),,4000,#ERROR!,4000,#ERROR!,-4000,-2430,-3215,-3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8693,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-4318,Saihiro Shellmound,57,1,,No. 19,男,M,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,中～後期,Middle Jomon,Late Jomon,Middle Jomon_Late Jomon,5415,3220,-5415,-3220,-4318,#VALUE!,中期(Middle),後期(Late),,4700,#ERROR!,4700,#ERROR!,-4700,-3000,-3850,-3850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8694,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3855,Saihiro Shellmound,57,40,,No. 20,男,M,成年,,,20,39,1,0,0,0,0,29.5,第四地域（関東～中部）,後期？,Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,#VALUE!,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8695,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3828,Saihiro Shellmound,57,40,,No. 21,男,M,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期　堀之内～加B,Horinouchi 1,Kasori B3,Horinouchi 1_Kasori B3,4235,3420,-4235,-3420,-3828,#VALUE!,後期前葉(Late-Early),後期中葉(Late-Middle),,3800,#ERROR!,3800,#ERROR!,-3800,-3200,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8696,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3828,Saihiro Shellmound,57,40,,No. 22,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期　堀之内～加B,Horinouchi 1,Kasori B3,Horinouchi 1_Kasori B3,4235,3420,-4235,-3420,-3828,#VALUE!,後期前葉(Late-Early),後期中葉(Late-Middle),,3800,#ERROR!,3800,#ERROR!,-3800,-3200,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8697,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3855,Saihiro Shellmound,57,40,,No. 23,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期,Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,#VALUE!,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8698,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3855,Saihiro Shellmound,57,40,,No. 24,X,,幼児,,,1,10,0.6,0.6,0.6,0.5,0.5,5.5,第四地域（関東～中部）,後期,Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,#VALUE!,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8699,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3855,Saihiro Shellmound,57,40,,No. 25,X,,幼児,,,1,10,0.6,0.6,0.6,0.5,0.5,5.5,第四地域（関東～中部）,後期,Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,#VALUE!,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8700,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3855,Saihiro Shellmound,57,40,,No. 26,男,M,熟年,,,35,49,1,0,0,0,0,42,第四地域（関東～中部）,後期,Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,#VALUE!,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8701,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3855,Saihiro Shellmound,57,40,,No. 27,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期,Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,#VALUE!,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8702,"4 ：関東・中部 - Kanto, Chubu : 茨城・栃木・群馬・千葉・東京・埼玉・神奈川・長野・山梨 : Ibaraki, Tochigi, Gunma, Chiba, Tokyo, Saitama, Kanagawa, Nagano, Yamanashi",4,"Kanto, Chubu","Fukui, Gifu, Mie, Shiga, Kyoto, Osaka, Nara, Wakayama, Hyogo ,Okayama, Hiroshima, Tottori, Shimane, Yamaguchi, Kagawa, Tokushima, Ehime, Kochi",西広貝塚,1西広貝塚,1西広貝塚-3855,Saihiro Shellmound,57,40,,No. 28,女,F,壮年,,,21,39,1,0,0,0,0,30,第四地域（関東～中部）,後期,Late Jomon,Late Jomon,Late Jomon_Late Jomon,4490,3220,-4490,-3220,-3855,#VALUE!,後期(Late),後期(Late),,4000,#ERROR!,4000,#ERROR!,-4000,-3000,-3500,-3500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
